,run,round,hold_1,hold_2,score_1,score_2
542,181,3,"['tempura', 'maki roll 3', 'maki roll 2', 'dumpling', 'sashimi', 'wasabi', 'dumpling', 'egg nigiri', 'egg nigiri', 'dumpling']","['pudding', 'pudding', 'pudding', 'squid nigiri', 'sashimi', 'sashimi', 'egg nigiri', 'dumpling', 'tempura', 'sashimi', 'maki roll 1', 'chopsticks', 'tempura']",32,42
543,182,1,"['sashimi', 'pudding', 'tempura', 'maki roll 3', 'sashimi', 'dumpling', 'salmon nigiri', 'pudding', 'maki roll 1', 'maki roll 2']","['pudding', 'salmon nigiri', 'dumpling', 'sashimi', 'dumpling', 'squid nigiri', 'sashimi', 'tempura', 'dumpling', 'maki roll 3']",9,14
544,182,2,"['pudding', 'pudding', 'pudding', 'maki roll 3', 'tempura', 'dumpling', 'salmon nigiri', 'salmon nigiri', 'sashimi', 'tempura', 'maki roll 2', 'squid nigiri']","['pudding', 'pudding', 'tempura', 'maki roll 1', 'chopsticks', 'tempura', 'maki roll 2', 'salmon nigiri', 'pudding', 'chopsticks', 'maki roll 2']",25,24
545,182,3,"['pudding', 'pudding', 'pudding', 'maki roll 2', 'egg nigiri', 'wasabi', 'dumpling', 'maki roll 1', 'sashimi', 'sashimi', 'maki roll 2', 'maki roll 3', 'pudding']","['pudding', 'pudding', 'pudding', 'maki roll 1', 'pudding', 'squid nigiri', 'maki roll 2', 'chopsticks', 'tempura', 'wasabi', 'salmon nigiri', 'sashimi', 'dumpling']",36,36
546,183,1,"['tempura', 'dumpling', 'tempura', 'maki roll 2', 'tempura', 'sashimi', 'salmon nigiri', 'salmon nigiri', 'squid nigiri', 'dumpling']","['tempura', 'pudding', 'wasabi', 'chopsticks', 'pudding', 'dumpling', 'maki roll 1', 'maki roll 2', 'dumpling', 'tempura']",18,11
547,183,2,"['tempura', 'sashimi', 'maki roll 2', 'dumpling', 'maki roll 1', 'maki roll 2', 'tempura', 'maki roll 3', 'egg nigiri', 'tempura']","['pudding', 'pudding', 'pudding', 'maki roll 1', 'salmon nigiri', 'salmon nigiri', 'dumpling', 'dumpling', 'pudding', 'maki roll 2', 'wasabi', 'sashimi']",31,21
548,183,3,"['squid nigiri', 'squid nigiri', 'maki roll 2', 'chopsticks', 'dumpling', 'sashimi', 'maki roll 3', 'tempura', 'maki roll 2', 'salmon nigiri']","['pudding', 'pudding', 'pudding', 'pudding', 'maki roll 1', 'dumpling', 'egg nigiri', 'salmon nigiri', 'egg nigiri', 'salmon nigiri', 'tempura', 'maki roll 2', 'pudding', 'chopsticks']",40,37
549,184,1,"['wasabi', 'pudding', 'tempura', 'dumpling', 'maki roll 3', 'maki roll 2', 'maki roll 3', 'salmon nigiri', 'egg nigiri', 'sashimi']","['maki roll 2', 'pudding', 'maki roll 3', 'salmon nigiri', 'pudding', 'tempura', 'salmon nigiri', 'chopsticks', 'dumpling', 'maki roll 3']",7,8
550,184,2,"['pudding', 'pudding', 'egg nigiri', 'sashimi', 'maki roll 2', 'dumpling', 'chopsticks', 'sashimi', 'sashimi', 'maki roll 3', 'wasabi']","['pudding', 'pudding', 'tempura', 'dumpling', 'tempura', 'wasabi', 'maki roll 2', 'wasabi', 'egg nigiri', 'dumpling', 'salmon nigiri', 'tempura']",25,22
551,184,3,"['pudding', 'pudding', 'sashimi', 'pudding', 'egg nigiri', 'maki roll 3', 'maki roll 2', 'dumpling', 'dumpling', 'dumpling', 'tempura', 'maki roll 2']","['pudding', 'pudding', 'pudding', 'maki roll 2', 'pudding', 'squid nigiri', 'maki roll 3', 'maki roll 2', 'maki roll 1', 'sashimi', 'pudding', 'salmon nigiri']",29,36
552,185,1,"['tempura', 'tempura', 'sashimi', 'maki roll 3', 'sashimi', 'maki roll 2', 'dumpling', 'salmon nigiri', 'dumpling', 'dumpling']","['pudding', 'maki roll 3', 'sashimi', 'squid nigiri', 'sashimi', 'egg nigiri', 'pudding', 'sashimi', 'sashimi', 'chopsticks']",19,17
553,185,2,"['maki roll 2', 'pudding', 'maki roll 3', 'salmon nigiri', 'squid nigiri', 'wasabi', 'maki roll 2', 'chopsticks', 'salmon nigiri', 'egg nigiri']","['pudding', 'pudding', 'pudding', 'salmon nigiri', 'chopsticks', 'sashimi', 'maki roll 1', 'maki roll 3', 'sashimi', 'salmon nigiri', 'squid nigiri', 'dumpling']",33,28
554,185,3,"['pudding', 'maki roll 1', 'dumpling', 'egg nigiri', 'tempura', 'maki roll 2', 'tempura', 'salmon nigiri', 'tempura', 'dumpling', 'wasabi']","['pudding', 'pudding', 'pudding', 'maki roll 2', 'pudding', 'maki roll 3', 'maki roll 2', 'wasabi', 'dumpling', 'pudding', 'maki roll 2', 'tempura', 'maki roll 1']",41,38
555,186,1,"['tempura', 'dumpling', 'dumpling', 'sashimi', 'sashimi', 'maki roll 2', 'wasabi', 'dumpling', 'tempura', 'maki roll 3']","['dumpling', 'wasabi', 'wasabi', 'salmon nigiri', 'dumpling', 'squid nigiri', 'dumpling', 'dumpling', 'dumpling', 'sashimi']",17,23
556,186,2,"['wasabi', 'salmon nigiri', 'sashimi', 'maki roll 2', 'maki roll 1', 'maki roll 2', 'egg nigiri', 'pudding', 'maki roll 1', 'sashimi']","['squid nigiri', 'pudding', 'maki roll 2', 'pudding', 'egg nigiri', 'tempura', 'maki roll 2', 'tempura', 'salmon nigiri', 'salmon nigiri']",26,39
557,186,3,"['pudding', 'pudding', 'maki roll 2', 'maki roll 3', 'egg nigiri', 'maki roll 2', 'maki roll 1', 'dumpling', 'sashimi', 'pudding', 'salmon nigiri']","['pudding', 'pudding', 'squid nigiri', 'pudding', 'tempura', 'chopsticks', 'pudding', 'maki roll 3', 'pudding', 'tempura', 'pudding', 'chopsticks']",30,56
558,187,1,"['wasabi', 'dumpling', 'pudding', 'pudding', 'salmon nigiri', 'sashimi', 'salmon nigiri', 'pudding', 'salmon nigiri', 'dumpling']","['tempura', 'salmon nigiri', 'sashimi', 'wasabi', 'chopsticks', 'tempura', 'squid nigiri', 'pudding', 'dumpling', 'tempura']",12,14
559,187,2,"['pudding', 'pudding', 'pudding', 'wasabi', 'sashimi', 'squid nigiri', 'tempura', 'dumpling', 'maki roll 1', 'salmon nigiri', 'tempura', 'maki roll 2', 'tempura']","['pudding', 'chopsticks', 'maki roll 2', 'sashimi', 'sashimi', 'maki roll 3', 'salmon nigiri', 'tempura', 'dumpling', 'dumpling', 'maki roll 3']",26,22
560,187,3,"['pudding', 'pudding', 'pudding', 'maki roll 2', 'maki roll 2', 'dumpling', 'dumpling', 'tempura', 'maki roll 2', 'maki roll 2', 'egg nigiri', 'tempura', 'sashimi']","['pudding', 'maki roll 1', 'tempura', 'maki roll 3', 'tempura', 'maki roll 1', 'squid nigiri', 'maki roll 1', 'wasabi', 'pudding', 'sashimi']",47,27
561,188,1,"['tempura', 'squid nigiri', 'tempura', 'squid nigiri', 'tempura', 'maki roll 2', 'sashimi', 'salmon nigiri', 'maki roll 3', 'tempura']","['sashimi', 'wasabi', 'dumpling', 'tempura', 'squid nigiri', 'pudding', 'dumpling', 'maki roll 3', 'pudding', 'sashimi']",24,9
562,188,2,"['salmon nigiri', 'tempura', 'salmon nigiri', 'dumpling', 'tempura', 'salmon nigiri', 'dumpling', 'pudding', 'maki roll 2', 'egg nigiri']","['pudding', 'pudding', 'chopsticks', 'maki roll 3', 'dumpling', 'sashimi', 'tempura', 'chopsticks', 'squid nigiri', 'pudding', 'sashimi', 'maki roll 1']",42,16
563,188,3,"['pudding', 'salmon nigiri', 'wasabi', 'sashimi', 'maki roll 1', 'maki roll 1', 'wasabi', 'tempura', 'sashimi', 'maki roll 3', 'salmon nigiri']","['pudding', 'pudding', 'pudding', 'chopsticks', 'squid nigiri', 'dumpling', 'pudding', 'dumpling', 'egg nigiri', 'salmon nigiri', 'sashimi', 'wasabi', 'pudding']",46,34
564,189,1,"['maki roll 2', 'sashimi', 'dumpling', 'maki roll 3', 'pudding', 'dumpling', 'pudding', 'maki roll 3', 'sashimi', 'tempura']","['wasabi', 'tempura', 'sashimi', 'tempura', 'egg nigiri', 'dumpling', 'dumpling', 'salmon nigiri', 'egg nigiri', 'salmon nigiri']",9,17
565,189,2,"['pudding', 'pudding', 'maki roll 2', 'maki roll 2', 'maki roll 1', 'sashimi', 'wasabi', 'dumpling', 'dumpling', 'maki roll 2', 'dumpling', 'dumpling']","['dumpling', 'pudding', 'tempura', 'tempura', 'maki roll 2', 'maki roll 3', 'wasabi', 'dumpling', 'salmon nigiri', 'maki roll 1']",25,30
566,189,3,"['pudding', 'pudding', 'dumpling', 'squid nigiri', 'chopsticks', 'maki roll 2', 'tempura', 'maki roll 3', 'tempura', 'salmon nigiri', 'tempura', 'sashimi']","['pudding', 'dumpling', 'pudding', 'salmon nigiri', 'sashimi', 'maki roll 2', 'wasabi', 'maki roll 1', 'maki roll 3', 'squid nigiri', 'maki roll 2']",42,42
567,190,1,"['tempura', 'maki roll 2', 'salmon nigiri', 'maki roll 1', 'tempura', 'pudding', 'tempura', 'dumpling', 'maki roll 1', 'sashimi']","['sashimi', 'dumpling', 'dumpling', 'tempura', 'maki roll 2', 'salmon nigiri', 'wasabi', 'salmon nigiri', 'sashimi', 'maki roll 3']",11,10
568,190,2,"['pudding', 'tempura', 'pudding', 'maki roll 1', 'pudding', 'squid nigiri', 'sashimi', 'salmon nigiri', 'tempura', 'sashimi', 'dumpling']","['pudding', 'dumpling', 'sashimi', 'maki roll 2', 'sashimi', 'egg nigiri', 'wasabi', 'maki roll 2', 'tempura', 'wasabi']",25,15
569,190,3,"['pudding', 'pudding', 'pudding', 'maki roll 1', 'dumpling', 'egg nigiri', 'sashimi', 'pudding', 'salmon nigiri', 'maki roll 2', 'maki roll 3', 'chopsticks', 'tempura']","['pudding', 'salmon nigiri', 'chopsticks', 'tempura', 'sashimi', 'squid nigiri', 'wasabi', 'salmon nigiri', 'egg nigiri', 'maki roll 2', 'maki roll 3']",41,20
570,191,1,"['maki roll 3', 'salmon nigiri', 'tempura', 'maki roll 2', 'maki roll 1', 'dumpling', 'wasabi', 'sashimi', 'chopsticks', 'pudding']","['dumpling', 'dumpling', 'maki roll 2', 'wasabi', 'sashimi', 'sashimi', 'maki roll 3', 'salmon nigiri', 'squid nigiri', 'sashimi']",9,21
571,191,2,"['pudding', 'maki roll 2', 'maki roll 1', 'maki roll 2', 'sashimi', 'egg nigiri', 'pudding', 'squid nigiri', 'maki roll 3', 'maki roll 1', 'maki roll 2']","['pudding', 'maki roll 2', 'pudding', 'maki roll 2', 'egg nigiri', 'sashimi', 'maki roll 3', 'maki roll 2', 'egg nigiri', 'dumpling']",19,27
572,191,3,"['pudding', 'pudding', 'sashimi', 'tempura', 'sashimi', 'maki roll 3', 'dumpling', 'wasabi', 'pudding', 'wasabi', 'sashimi', 'maki roll 1']","['pudding', 'pudding', 'maki roll 3', 'tempura', 'egg nigiri', 'maki roll 2', 'salmon nigiri', 'sashimi', 'dumpling', 'tempura', 'wasabi', 'pudding']",36,42
573,192,1,"['sashimi', 'salmon nigiri', 'pudding', 'dumpling', 'wasabi', 'sashimi', 'pudding', 'egg nigiri', 'pudding', 'tempura']","['tempura', 'maki roll 2', 'sashimi', 'tempura', 'tempura', 'chopsticks', 'egg nigiri', 'sashimi', 'maki roll 3', 'dumpling']",7,10
574,192,2,"['pudding', 'pudding', 'pudding', 'sashimi', 'wasabi', 'maki roll 2', 'maki roll 3', 'dumpling', 'pudding', 'maki roll 3', 'squid nigiri', 'egg nigiri', 'sashimi']","['maki roll 3', 'egg nigiri', 'sashimi', 'tempura', 'salmon nigiri', 'pudding', 'dumpling', 'squid nigiri', 'sashimi', 'maki roll 1']",18,20
575,192,3,"['pudding', 'pudding', 'pudding', 'pudding', 'salmon nigiri', 'tempura', 'salmon nigiri', 'maki roll 2', 'squid nigiri', 'wasabi', 'salmon nigiri', 'tempura', 'dumpling', 'tempura']","['pudding', 'sashimi', 'salmon nigiri', 'maki roll 2', 'tempura', 'sashimi', 'dumpling', 'sashimi', 'salmon nigiri', 'maki roll 1', 'pudding']",42,32
576,193,1,"['maki roll 2', 'salmon nigiri', 'wasabi', 'wasabi', 'salmon nigiri', 'salmon nigiri', 'chopsticks', 'sashimi', 'wasabi', 'maki roll 2']","['salmon nigiri', 'dumpling', 'maki roll 1', 'maki roll 1', 'dumpling', 'maki roll 3', 'wasabi', 'sashimi', 'pudding', 'sashimi']",9,8
577,193,2,"['tempura', 'maki roll 2', 'sashimi', 'egg nigiri', 'dumpling', 'salmon nigiri', 'dumpling', 'sashimi', 'pudding', 'maki roll 2']","['pudding', 'dumpling', 'maki roll 3', 'maki roll 2', 'maki roll 1', 'maki roll 2', 'sashimi', 'maki roll 2', 'sashimi', 'squid nigiri', 'dumpling']",18,17
578,193,3,"['pudding', 'salmon nigiri', 'dumpling', 'sashimi', 'squid nigiri', 'squid nigiri', 'tempura', 'dumpling', 'maki roll 2', 'maki roll 3', 'chopsticks']","['pudding', 'squid nigiri', 'tempura', 'wasabi', 'egg nigiri', 'salmon nigiri', 'salmon nigiri', 'maki roll 3', 'tempura', 'salmon nigiri', 'egg nigiri']",38,39
579,194,1,"['maki roll 2', 'sashimi', 'dumpling', 'pudding', 'maki roll 2', 'pudding', 'egg nigiri', 'wasabi', 'maki roll 2', 'salmon nigiri']","['sashimi', 'maki roll 2', 'chopsticks', 'sashimi', 'sashimi', 'maki roll 1', 'wasabi', 'maki roll 2', 'pudding', 'tempura']",10,13
580,194,2,"['pudding', 'pudding', 'pudding', 'maki roll 3', 'dumpling', 'pudding', 'maki roll 3', 'dumpling', 'squid nigiri', 'dumpling', 'sashimi', 'dumpling']","['pudding', 'sashimi', 'squid nigiri', 'salmon nigiri', 'salmon nigiri', 'sashimi', 'maki roll 1', 'dumpling', 'pudding', 'squid nigiri', 'tempura']",29,27
581,194,3,"['pudding', 'pudding', 'pudding', 'pudding', 'pudding', 'sashimi', 'wasabi', 'squid nigiri', 'salmon nigiri', 'wasabi', 'egg nigiri', 'maki roll 2', 'pudding', 'tempura']","['pudding', 'pudding', 'dumpling', 'salmon nigiri', 'maki roll 2', 'tempura', 'sashimi', 'sashimi', 'wasabi', 'maki roll 3', 'sashimi', 'egg nigiri']",44,38
582,195,1,"['chopsticks', 'sashimi', 'salmon nigiri', 'squid nigiri', 'dumpling', 'dumpling', 'maki roll 1', 'maki roll 2', 'tempura', 'maki roll 3']","['tempura', 'pudding', 'maki roll 2', 'tempura', 'maki roll 3', 'maki roll 2', 'maki roll 1', 'salmon nigiri', 'maki roll 3', 'salmon nigiri']",11,12
583,195,2,"['sashimi', 'pudding', 'squid nigiri', 'maki roll 1', 'pudding', 'sashimi', 'salmon nigiri', 'dumpling', 'chopsticks', 'salmon nigiri']","['pudding', 'egg nigiri', 'dumpling', 'tempura', 'tempura', 'maki roll 1', 'tempura', 'dumpling', 'sashimi', 'maki roll 3', 'pudding']",22,24
584,195,3,"['pudding', 'pudding', 'wasabi', 'sashimi', 'maki roll 2', 'dumpling', 'maki roll 2', 'maki roll 3', 'egg nigiri', 'maki roll 2', 'salmon nigiri', 'tempura']","['pudding', 'pudding', 'squid nigiri', 'sashimi', 'squid nigiri', 'sashimi', 'dumpling', 'egg nigiri', 'tempura', 'maki roll 2', 'wasabi', 'maki roll 3']",35,38
585,196,1,"['maki roll 1', 'pudding', 'pudding', 'wasabi', 'dumpling', 'dumpling', 'tempura', 'sashimi', 'tempura', 'tempura']","['salmon nigiri', 'pudding', 'maki roll 1', 'maki roll 2', 'dumpling', 'salmon nigiri', 'sashimi', 'maki roll 2', 'squid nigiri', 'maki roll 2']",11,11
586,196,2,"['pudding', 'pudding', 'maki roll 3', 'tempura', 'egg nigiri', 'maki roll 3', 'tempura', 'wasabi', 'squid nigiri', 'pudding', 'tempura', 'sashimi']","['pudding', 'tempura', 'squid nigiri', 'maki roll 2', 'egg nigiri', 'sashimi', 'chopsticks', 'wasabi', 'squid nigiri', 'dumpling', 'salmon nigiri']",26,24
587,196,3,"['pudding', 'pudding', 'pudding', 'sashimi', 'salmon nigiri', 'pudding', 'maki roll 2', 'maki roll 3', 'sashimi', 'tempura', 'salmon nigiri', 'pudding', 'maki roll 2']","['pudding', 'chopsticks', 'sashimi', 'salmon nigiri', 'sashimi', 'tempura', 'maki roll 2', 'tempura', 'maki roll 1', 'tempura', 'maki roll 2']",42,28
588,197,1,"['maki roll 2', 'sashimi', 'salmon nigiri', 'pudding', 'pudding', 'maki roll 2', 'sashimi', 'pudding', 'pudding', 'sashimi']","['dumpling', 'squid nigiri', 'wasabi', 'sashimi', 'dumpling', 'maki roll 3', 'tempura', 'tempura', 'wasabi', 'sashimi']",18,14
589,197,2,"['pudding', 'pudding', 'pudding', 'pudding', 'tempura', 'dumpling', 'tempura', 'maki roll 2', 'maki roll 3', 'maki roll 1', 'sashimi', 'tempura', 'dumpling', 'salmon nigiri']","['wasabi', 'tempura', 'squid nigiri', 'maki roll 3', 'maki roll 2', 'sashimi', 'tempura', 'sashimi', 'pudding', 'tempura']",34,25
590,197,3,"['pudding', 'pudding', 'pudding', 'pudding', 'tempura', 'pudding', 'salmon nigiri', 'pudding', 'tempura', 'egg nigiri', 'dumpling', 'maki roll 2', 'sashimi', 'maki roll 1']","['pudding', 'maki roll 1', 'dumpling', 'tempura', 'pudding', 'dumpling', 'maki roll 2', 'maki roll 1', 'salmon nigiri', 'sashimi', 'maki roll 2']",52,27
591,198,1,"['wasabi', 'sashimi', 'salmon nigiri', 'salmon nigiri', 'egg nigiri', 'sashimi', 'tempura', 'maki roll 1', 'salmon nigiri', 'egg nigiri']","['tempura', 'maki roll 3', 'squid nigiri', 'maki roll 1', 'maki roll 3', 'salmon nigiri', 'squid nigiri', 'dumpling', 'dumpling', 'maki roll 2']",11,14
592,198,2,"['maki roll 3', 'sashimi', 'tempura', 'wasabi', 'sashimi', 'pudding', 'salmon nigiri', 'wasabi', 'pudding', 'sashimi']","['pudding', 'maki roll 3', 'squid nigiri', 'salmon nigiri', 'maki roll 3', 'tempura', 'egg nigiri', 'sashimi', 'sashimi', 'wasabi']",26,23
593,198,3,"['pudding', 'pudding', 'sashimi', 'dumpling', 'egg nigiri', 'maki roll 2', 'dumpling', 'salmon nigiri', 'chopsticks', 'pudding', 'tempura', 'pudding']","['pudding', 'tempura', 'maki roll 2', 'maki roll 2', 'maki roll 1', 'maki roll 1', 'maki roll 3', 'maki roll 2', 'dumpling', 'pudding', 'maki roll 2']",41,21
594,199,1,"['maki roll 2', 'squid nigiri', 'egg nigiri', 'maki roll 2', 'tempura', 'maki roll 3', 'maki roll 2', 'sashimi', 'maki roll 1', 'tempura']","['maki roll 3', 'chopsticks', 'sashimi', 'tempura', 'sashimi', 'maki roll 2', 'wasabi', 'pudding', 'salmon nigiri', 'pudding']",15,5
595,199,2,"['chopsticks', 'dumpling', 'egg nigiri', 'salmon nigiri', 'pudding', 'squid nigiri', 'pudding', 'dumpling', 'dumpling', 'tempura']","['pudding', 'pudding', 'squid nigiri', 'tempura', 'egg nigiri', 'maki roll 1', 'sashimi', 'tempura', 'egg nigiri', 'wasabi', 'dumpling', 'dumpling']",30,21
596,199,3,"['pudding', 'pudding', 'dumpling', 'maki roll 3', 'maki roll 2', 'salmon nigiri', 'dumpling', 'tempura', 'sashimi', 'maki roll 2', 'dumpling', 'wasabi']","['pudding', 'pudding', 'salmon nigiri', 'maki roll 3', 'maki roll 2', 'maki roll 2', 'salmon nigiri', 'dumpling', 'sashimi', 'wasabi', 'dumpling', 'dumpling']",44,37
597,200,1,"['sashimi', 'dumpling', 'wasabi', 'wasabi', 'maki roll 1', 'salmon nigiri', 'maki roll 3', 'maki roll 2', 'maki roll 3', 'maki roll 2']","['squid nigiri', 'sashimi', 'maki roll 3', 'maki roll 2', 'dumpling', 'maki roll 3', 'pudding', 'maki roll 3', 'dumpling', 'wasabi']",6,9
598,200,2,"['dumpling', 'maki roll 2', 'chopsticks', 'salmon nigiri', 'sashimi', 'tempura', 'sashimi', 'chopsticks', 'sashimi', 'egg nigiri']","['pudding', 'pudding', 'maki roll 3', 'maki roll 1', 'wasabi', 'wasabi', 'maki roll 2', 'egg nigiri', 'salmon nigiri', 'maki roll 2', 'tempura']",23,15
599,200,3,"['chopsticks', 'dumpling', 'maki roll 1', 'sashimi', 'tempura', 'tempura', 'tempura', 'sashimi', 'tempura', 'salmon nigiri']","['pudding', 'pudding', 'maki roll 2', 'pudding', 'wasabi', 'egg nigiri', 'tempura', 'tempura', 'maki roll 1', 'tempura', 'pudding', 'egg nigiri']",33,31
600,201,1,"['pudding', 'tempura', 'tempura', 'sashimi', 'dumpling', 'maki roll 3', 'pudding', 'egg nigiri', 'chopsticks', 'egg nigiri']","['tempura', 'dumpling', 'egg nigiri', 'sashimi', 'tempura', 'sashimi', 'dumpling', 'maki roll 3', 'maki roll 3', 'sashimi']",11,22
601,201,2,"['pudding', 'pudding', 'sashimi', 'egg nigiri', 'maki roll 2', 'dumpling', 'sashimi', 'sashimi', 'salmon nigiri', 'pudding', 'maki roll 2', 'squid nigiri']","['squid nigiri', 'pudding', 'salmon nigiri', 'maki roll 3', 'sashimi', 'salmon nigiri', 'pudding', 'wasabi', 'maki roll 3', 'maki roll 1']",31,32
602,201,3,"['pudding', 'pudding', 'pudding', 'salmon nigiri', 'maki roll 2', 'pudding', 'tempura', 'maki roll 1', 'maki roll 3', 'tempura', 'maki roll 2', 'salmon nigiri', 'wasabi']","['pudding', 'pudding', 'dumpling', 'maki roll 2', 'tempura', 'wasabi', 'dumpling', 'squid nigiri', 'maki roll 3', 'dumpling', 'sashimi', 'maki roll 2']",52,38
603,202,1,"['maki roll 2', 'maki roll 1', 'salmon nigiri', 'maki roll 3', 'dumpling', 'dumpling', 'dumpling', 'dumpling', 'dumpling', 'tempura']","['maki roll 3', 'chopsticks', 'tempura', 'salmon nigiri', 'sashimi', 'squid nigiri', 'sashimi', 'salmon nigiri', 'maki roll 1', 'salmon nigiri']",23,12
604,202,2,"['egg nigiri', 'maki roll 1', 'salmon nigiri', 'wasabi', 'sashimi', 'salmon nigiri', 'pudding', 'pudding', 'sashimi', 'dumpling']","['maki roll 2', 'egg nigiri', 'squid nigiri', 'tempura', 'maki roll 2', 'maki roll 2', 'dumpling', 'dumpling', 'dumpling', 'maki roll 2']",32,25
605,202,3,"['pudding', 'pudding', 'maki roll 3', 'pudding', 'egg nigiri', 'maki roll 1', 'tempura', 'tempura', 'chopsticks', 'chopsticks', 'tempura', 'wasabi']","['sashimi', 'tempura', 'chopsticks', 'maki roll 2', 'tempura', 'salmon nigiri', 'sashimi', 'tempura', 'salmon nigiri', 'sashimi']",50,41
606,203,1,"['maki roll 3', 'salmon nigiri', 'tempura', 'dumpling', 'sashimi', 'tempura', 'tempura', 'pudding', 'pudding', 'maki roll 2']","['salmon nigiri', 'maki roll 2', 'tempura', 'sashimi', 'maki roll 3', 'wasabi', 'maki roll 3', 'dumpling', 'salmon nigiri', 'egg nigiri']",11,9
607,203,2,"['pudding', 'pudding', 'maki roll 3', 'salmon nigiri', 'squid nigiri', 'salmon nigiri', 'pudding', 'salmon nigiri', 'maki roll 3', 'sashimi', 'dumpling', 'dumpling']","['maki roll 1', 'sashimi', 'tempura', 'maki roll 2', 'dumpling', 'egg nigiri', 'maki roll 1', 'salmon nigiri', 'tempura', 'squid nigiri']",29,24
608,203,3,"['pudding', 'pudding', 'pudding', 'salmon nigiri', 'maki roll 1', 'pudding', 'maki roll 1', 'dumpling', 'maki roll 1', 'dumpling', 'tempura', 'tempura', 'maki roll 2']","['maki roll 1', 'pudding', 'dumpling', 'chopsticks', 'tempura', 'sashimi', 'sashimi', 'egg nigiri', 'squid nigiri', 'pudding']",51,26
609,204,1,"['egg nigiri', 'pudding', 'maki roll 2', 'maki roll 2', 'salmon nigiri', 'pudding', 'chopsticks', 'egg nigiri', 'dumpling', 'tempura']","['egg nigiri', 'tempura', 'pudding', 'dumpling', 'wasabi', 'dumpling', 'salmon nigiri', 'salmon nigiri', 'maki roll 2', 'dumpling']",11,14
610,204,2,"['pudding', 'pudding', 'maki roll 2', 'pudding', 'sashimi', 'maki roll 2', 'chopsticks', 'maki roll 2', 'sashimi', 'sashimi', 'pudding', 'pudding']","['pudding', 'tempura', 'sashimi', 'wasabi', 'maki roll 3', 'chopsticks', 'maki roll 3', 'maki roll 3', 'tempura', 'maki roll 2', 'sashimi']",24,22
611,204,3,"['pudding', 'pudding', 'pudding', 'pudding', 'pudding', 'dumpling', 'maki roll 3', 'tempura', 'maki roll 3', 'tempura', 'egg nigiri', 'tempura', 'dumpling', 'maki roll 2', 'sashimi']","['pudding', 'maki roll 3', 'dumpling', 'maki roll 3', 'dumpling', 'tempura', 'pudding', 'squid nigiri', 'pudding', 'maki roll 1', 'salmon nigiri']",45,27
